   4.0940749e+00   3.5777415e+00  -2.3843961e+00   4.7099684e-02  -3.7073888e+00   1.4465457e+00  -8.4316480e-01   3.9546056e+00  -4.1917132e+00  -2.2579232e+00  -2.6963095e+00   2.8467055e+00   1.2546580e+00  -1.9637790e+00   4.4252630e+00
   2.8954674e+00   2.0631680e+00  -2.6663558e+00  -3.5545378e+00   2.2557811e+00   4.9349696e+00  -4.8438734e+00   3.2936485e+00  -2.1214302e+00   2.2527340e-01  -4.4766709e+00  -1.5109723e+00   3.2569292e+00   2.6028709e+00   3.8720782e+00
  -3.4613118e+00  -3.3171318e+00  -3.4635017e+00   3.2751534e+00   4.4740898e+00  -2.2045854e+00   4.8952492e+00   4.9424353e+00   4.7588565e+00   2.1217833e-01  -3.9047872e+00   1.8958713e+00  -1.2012033e-02  -5.0482928e-01   7.2576828e-01
   4.7093271e+00   2.6215336e+00  -1.7144773e+00   2.3261401e+00   6.4340838e-01   4.3925973e+00  -3.2538266e+00  -1.7517659e+00  -3.0114851e+00  -2.5242455e+00  -7.9128981e-01  -9.2318026e-01   4.0270615e-01   2.0581086e+00   9.5505353e-01
  -1.8844559e+00  -4.9859252e+00  -4.2392988e+00   3.8782779e+00   1.4309826e+00   4.2259960e+00  -3.7769754e+00  -3.1487992e+00   4.1562790e+00  -2.4781202e-01  -3.6816169e+00   1.6267623e-01   1.1812947e+00   3.7070580e+00  -4.2991012e+00
  -5.6062926e-01   2.2480859e-01  -7.5464844e-01  -3.9913279e+00  -7.0425957e-02  -2.9275812e+00   3.2757833e+00   4.4538728e+00  -2.2248093e-01   2.9705653e-01  -1.1366145e+00   1.9034398e+00  -4.3365426e+00   2.7388042e+00  -7.9768051e-01
   9.1730585e-01   4.3320616e+00  -2.2295114e+00  -1.2649077e+00   4.4875921e-02  -5.8737225e-01   2.1127868e+00   2.6808293e+00   4.6385840e+00  -2.6628017e-01  -4.2213246e+00   3.9062018e+00   2.6294179e+00   3.2120055e+00  -5.5641784e-01
   1.6442955e+00   4.6358115e+00   2.3571741e-02   4.4174162e-01  -1.8306166e+00   2.8376681e+00   1.2023508e+00   4.3260449e+00  -3.7321151e+00   4.5824409e+00   2.4907660e+00  -3.6121013e+00  -1.1604653e+00  -3.9952731e+00  -2.5288453e+00
   6.1700314e-01  -4.6261883e+00  -4.3746727e+00   4.0029769e-01  -4.4775018e+00   2.9041002e+00   1.7825078e+00   1.6776469e+00   5.4901309e-01  -2.0394312e+00  -3.9228836e+00  -2.6285108e+00   5.9824951e-01   3.3842585e+00   3.7428247e+00
   4.3565143e+00   2.0136665e+00  -1.6529630e+00  -4.2021089e+00   1.5505251e+00  -2.3976996e+00  -4.0317854e+00   3.4371800e+00  -1.4002585e+00   1.3487583e+00   3.9167756e+00  -3.5798138e+00   1.3476597e+00  -5.3907233e-02   2.4353533e+00
   4.9432362e+00  -4.1748709e+00  -1.0435999e+00  -1.4223838e+00  -8.0257036e-01  -4.4868119e+00  -1.1869528e+00   3.4549435e+00   3.8830085e+00   1.8330424e+00  -3.4934558e-01  -3.3286090e+00  -2.6325266e+00   3.4478557e+00   2.9610200e-01
   1.0795125e-01   2.7345766e+00   3.2275389e+00   4.2820397e+00   2.5916041e+00   4.6205376e+00  -3.4070169e+00   3.7322637e+00   8.2867435e-01  -4.6725744e-01   5.3681194e-01  -3.8358800e+00  -3.5524688e+00   4.5987345e+00   2.2693001e+00
   3.2601717e+00  -1.6035375e+00  -1.4014606e+00   4.4993740e+00  -4.0599199e+00  -4.8518611e+00  -3.8726319e+00  -2.9852984e-01   3.0013807e+00   2.1239923e+00   2.1457561e+00  -3.1654318e+00  -1.5016495e+00  -9.7648304e-01  -1.5947407e+00
   4.5118523e+00  -1.9340630e+00   4.8354889e-01  -2.1392264e+00  -8.1375386e-01  -7.1500911e-01  -4.8854254e+00   1.8574563e+00   3.0672878e-01  -3.8286989e+00   6.0709439e-01  -1.8930817e+00   6.9647636e-02   3.8701440e-01   3.4729955e+00
   1.5236740e+00   1.6719126e+00  -8.7223368e-01   1.9790772e+00   8.5943660e-01   7.3631741e-01  -7.1530623e-01  -1.5330690e+00  -3.5197288e+00  -1.1090411e+00  -1.1689744e+00  -2.6193240e-01   3.4777510e+00  -3.8124561e+00  -3.1239254e+00
   4.9698877e+00   2.0145168e+00   4.6054491e+00  -3.1329335e-01   1.3518097e+00   4.2470664e+00   2.5804143e-01   3.9454721e+00  -1.0099912e+00   5.1819163e-01   4.2132992e+00   5.0472877e-02  -2.9468617e+00   6.1423361e-01  -3.9732148e+00
  -1.7715173e+00  -4.3750213e+00   3.0177703e+00   1.9884403e+00  -1.6430636e+00  -2.4459400e+00  -4.5072749e+00   4.3585769e+00  -4.8479535e+00  -7.3672137e-01   2.9469642e+00  -4.6662172e+00   7.5093344e-01   2.8133364e+00   2.8267561e+00
  -2.8683592e+00  -1.9306755e+00  -4.7609755e+00  -4.4632188e+00   5.6403823e-01  -2.6479581e+00   4.4188535e-01  -3.0967343e+00  -4.6456185e+00   3.1279999e+00   4.0073327e+00  -1.8021228e+00   1.5556185e-01  -3.4056104e+00   4.9583018e+00
  -3.8835746e+00  -2.8941193e+00  -4.9663597e-01   1.1122229e+00   2.4349169e-01   1.9945709e+00  -2.0179845e+00  -8.4274104e-01  -1.5604548e+00  -3.0526748e+00   7.0916091e-01  -4.1347224e+00   1.0812320e+00   3.9810689e+00  -1.2374582e+00
   1.7930122e+00   4.1169991e+00  -2.6023166e+00   1.5785589e+00  -4.7188604e-01   1.1224238e+00   4.3653215e+00  -2.6651126e+00   5.9869234e-01   3.2390271e+00  -1.9464784e+00   4.1430088e+00  -1.8187141e+00  -6.8925423e-01  -1.8520096e+00
   2.6610873e+00   1.5981269e+00   9.8590946e-01   1.8817480e+00  -1.4011992e+00   1.8946285e+00  -1.5890308e+00   2.2116979e+00  -1.2044515e+00  -2.5111983e+00  -3.8462655e+00  -2.2887056e+00  -4.5720483e+00  -2.3912301e+00  -3.7728952e-01
  -1.8386272e+00   1.0534909e-01  -2.5603521e+00   1.1592399e+00  -2.4645817e+00   2.2960172e+00   3.4779358e+00  -2.9133963e+00   4.7108099e+00   6.7462642e-01   3.0095642e+00  -4.3171810e+00   4.6855155e+00  -4.7560323e+00  -2.9119132e+00
  -4.3328331e+00  -1.0612537e+00  -2.7991779e+00  -3.9904323e-01   3.9014059e+00   4.5841846e+00   1.3994592e+00   4.0865161e+00   4.0246871e+00   4.3970364e+00   2.8960272e+00   2.3094791e+00   4.1265134e+00   1.9511149e+00  -1.6456516e+00
   1.6108997e-01   2.7656801e+00   2.2198598e-01  -2.2914695e+00   3.4853320e+00  -3.0690770e+00   4.1298292e+00  -4.8958554e+00  -1.0510206e+00   1.1777106e-01   4.0870344e+00  -4.4409670e+00   8.8913104e-01  -3.0049275e+00   9.3258899e-02
  -2.5633217e+00   2.8842147e+00   2.6742024e+00  -3.0255067e+00  -9.5818740e-01  -2.9807690e+00   8.5209418e-01  -3.6528694e+00   2.0284549e+00  -2.2043231e+00  -2.0397786e+00   1.8338662e+00  -7.8846608e-01   4.7062345e+00   2.5354888e+00
  -4.3565867e+00   1.6228445e+00   4.3965217e-01  -4.4984711e+00  -4.5891775e+00  -1.7829225e+00  -4.5814303e+00   4.6099787e+00   2.7641204e+00  -1.3487759e+00   2.3674768e-01  -3.7711209e+00  -1.6026166e+00  -2.7356155e+00   2.6624967e-01
   3.7423896e+00   3.2006884e+00  -3.9220869e+00   2.2874645e+00   2.6193914e+00  -1.3390921e+00   3.5500399e+00  -4.3323960e+00  -2.9087041e+00   2.6559234e-01  -4.3503569e+00   4.7437900e+00   1.7127023e+00  -1.3046626e+00  -4.5379662e+00
   1.7860893e+00  -2.0583955e+00  -1.5857407e+00   1.4214340e+00   2.0873524e+00  -4.2145689e-01   5.9248712e-01   3.4036297e+00   1.0213998e+00  -4.9257304e+00  -1.1422075e+00   3.9085931e+00   2.2933271e+00  -7.9691388e-01  -4.8223440e+00
   3.2230160e+00  -3.7374054e+00   2.1971717e+00  -8.8654309e-02  -4.4944723e+00  -1.2824144e+00  -1.0323129e+00  -3.3845981e+00   2.5848814e+00   2.6587337e+00  -2.4760586e+00   6.2781790e-01   1.8521159e+00  -4.5550350e-01  -1.8040801e+00
   4.4125212e+00   2.3422290e+00   5.4388608e-01   3.1386547e-01   3.6729914e+00   1.3656746e+00  -1.9939940e+00  -8.4727159e-02  -4.3095309e+00   3.4267256e+00   4.1383636e+00  -1.9484126e-01   3.3109616e+00   3.1901173e+00  -1.4452290e+00
   4.3708760e+00   7.2803547e-01  -1.0560130e+00   2.3084904e+00  -1.0732794e+00  -4.7820375e+00   1.6697263e+00   2.9078422e+00   1.6333922e+00  -2.0707138e+00   2.7458386e+00   1.4607453e-01   1.0839457e+00   3.0477499e+00   2.0663768e+00
   3.3646444e-01   6.6878898e-01  -4.4827313e+00  -4.9964344e+00   3.2201778e+00  -1.5922636e+00  -1.8492024e+00   4.7115894e-01   3.0732023e+00  -4.0357850e+00  -2.5859948e+00  -6.6280433e-01   1.5471622e+00   2.8731052e+00   2.0418381e+00
   4.3173361e+00   2.0338315e+00   4.8792085e+00   2.6116651e-01  -4.5864174e+00   2.6464982e+00   4.8450797e+00  -2.0048216e+00   1.3794940e+00   1.2250368e+00  -4.6953470e+00   7.9868972e-01  -8.3247184e-01   1.5022761e+00   3.3743630e-01
  -4.9734066e+00   4.4360205e+00  -3.2717824e+00  -5.8495480e-01  -1.3081863e+00   2.7589628e+00  -2.6831058e-01  -3.7743525e+00   2.4508529e+00   1.9141809e+00  -1.9010842e+00   4.7074190e+00   2.3358268e+00   2.9201881e+00  -3.8007841e+00
   1.2195126e+00   2.9302464e+00   2.1580014e+00   1.4228971e+00   4.8432638e+00   3.0708397e+00   2.9815840e-02   2.5183355e+00  -1.1285807e+00   9.9686013e-01   2.8275317e+00  -1.2624703e+00  -4.7345442e+00  -2.6321027e+00  -9.3431148e-01
   4.5329381e+00   3.1531275e+00  -4.1740643e+00  -4.1038889e+00  -3.3362301e+00  -1.7916294e+00   4.3841489e+00  -4.0096442e+00   4.8785826e+00  -7.3500213e-01   3.4338734e-01   5.1005494e-01  -4.1735100e+00   3.4521957e+00   3.6565628e-01
   7.1958091e-01  -1.8079870e+00   3.8123476e+00   4.4633118e+00  -1.8179457e+00   3.0307205e+00  -4.4237249e-01   1.1820582e+00   1.9858241e+00   6.1867903e-02   3.0812347e-01  -1.0027178e-01  -2.4243687e+00   3.1357467e+00   2.9821090e-01
   3.6595398e+00  -2.7908504e+00   4.8332578e+00  -2.5091741e+00  -2.6448492e+00  -4.9833406e+00   2.7570138e+00  -2.0913734e+00   5.3179317e-01  -2.6700734e+00   2.9340264e+00   3.1964413e+00  -1.6028678e-01  -1.2217197e+00  -3.2346568e-01
   3.4564654e+00  -1.1994023e+00   2.6146506e+00   2.3962871e-04  -1.3785431e+00  -4.9693411e+00  -4.4353331e+00   1.0220285e+00   4.4881779e+00  -3.5056513e+00   9.5548439e-01  -1.7680138e+00  -2.2973783e+00   1.9781293e+00   4.0781196e+00
   4.7442920e-01   2.6355187e+00   2.8490075e-01   4.3983571e+00  -1.2676767e+00  -2.3407980e+00  -2.5640901e+00  -2.8543971e+00  -8.6115038e-01  -1.8067448e+00   2.1684366e-01  -8.9287037e-01  -1.8394818e+00   4.0735446e+00   1.8620156e+00
  -2.9338635e-01   4.1503570e+00  -1.1650353e+00   4.5268308e+00   2.6969183e+00  -1.8118877e-01  -4.9694436e+00   3.3320220e+00   1.9001820e+00   4.3166763e-01   1.3769016e+00   3.6301204e+00  -6.6381078e-01   2.8312405e+00  -4.3254356e+00
   3.4548013e+00   3.0506543e+00   2.6204679e+00  -2.1235221e+00   3.2862458e+00   2.8386303e+00  -3.0213295e+00  -5.8037342e-01  -3.9151462e+00  -3.5218885e+00  -1.2189145e+00   2.4784196e+00  -3.8362933e+00  -4.2331484e+00   3.8179154e+00
   2.9502270e+00  -3.3853563e+00  -1.8961184e+00  -4.6725077e+00  -2.7459934e+00  -4.6563997e+00   2.9302933e-02   1.8018335e-01  -1.2145635e+00  -1.3423598e+00  -3.9927482e+00   2.8908410e+00  -4.7901029e+00   2.4516547e+00   4.8319207e+00
  -3.7886202e+00   3.5134813e+00  -1.1930549e+00   2.3513825e+00   5.3913004e-01   1.7641844e-02  -1.3173820e+00  -3.6261392e-01   6.0057752e-01  -3.0133108e+00   1.1875596e-01  -5.6126148e-01  -1.6695541e-01   2.9474128e+00   1.4758231e-01
  -6.7181763e-03  -4.7317098e+00  -1.3657359e+00   9.5889081e-01  -4.5481664e+00   2.4367611e+00   3.3031227e-01   1.3382934e+00  -4.5817874e-01   1.8119984e+00   1.2265515e-01   1.5657779e+00  -8.5429225e-01   4.3055841e+00   2.7446042e+00
  -2.8343592e+00  -1.5023901e+00   3.6522499e+00  -1.1385628e-01   1.9282473e+00   3.4008828e+00  -3.5662449e+00   1.7648128e+00   1.2577849e+00   1.1453635e+00  -3.6800543e+00   1.2810854e+00   2.5079433e+00  -3.7367288e+00  -2.5307805e+00
  -2.9368711e+00  -3.5103852e+00  -4.2835049e+00  -1.8049917e+00  -3.6511249e+00   9.0052913e-01   1.6486310e+00   1.1222360e+00  -3.0087237e+00  -4.9424298e+00   4.6682372e+00   4.0420166e+00  -6.9038953e-03  -4.9658485e+00   2.9491949e-01
   4.7653697e+00   1.0008468e+00   2.4107730e+00  -1.8608518e+00   3.6435009e+00  -2.8054271e+00  -1.3153688e+00  -1.0345852e-01  -2.7825510e+00  -4.2776620e+00  -8.1344331e-01   1.4966402e+00   1.1888874e+00   2.7142583e+00   3.3579445e+00
   1.6469788e+00   2.9795542e+00  -3.8001783e+00  -8.3470920e-01   1.7532553e+00   4.3045971e+00   1.4600908e+00  -4.4722369e-01   2.7767973e-01  -4.4797791e-01   1.2598550e+00   4.9151163e+00  -1.4625782e+00   3.2732209e+00  -4.9920214e-01
   1.4497237e+00  -1.6773841e+00   2.0296414e-01   1.7954185e+00   3.3928520e+00  -3.6614960e+00  -1.6253019e+00   4.1726868e-02   1.2548813e+00   3.2404623e+00  -1.6443486e+00  -3.9254703e+00   2.0535744e+00  -3.7798988e+00  -3.0552943e+00
  -3.2804580e-01  -3.1971899e+00  -2.1466043e+00   1.3103611e-01   3.0499150e+00  -3.8133884e+00   3.4585043e+00   4.6338032e+00   2.9044460e+00   8.4917009e-01   2.3278853e+00   3.1482682e+00   2.2071799e+00   2.0262612e+00  -4.7689663e+00
  -2.1420563e-01  -1.9127535e+00   2.0831800e+00  -3.8129681e+00   4.6284261e+00  -2.4322085e+00  -3.3287840e-01  -1.2865374e+00  -2.7398436e+00  -1.4893125e+00  -1.5856098e+00  -2.5614809e+00   4.7990499e+00  -4.0824988e+00  -4.7002872e+00
   7.5067964e-01   4.4748394e+00   4.4632252e+00   2.1382036e+00  -2.1049372e+00   5.6892861e-01   2.7891677e+00   4.5999334e+00  -4.5915226e+00   1.7554180e+00  -8.5010539e-02   2.6789183e+00  -3.1187094e+00  -1.8334234e+00  -3.3246170e+00
  -1.5825856e+00   4.5699829e+00  -2.4690444e-02  -1.1995133e+00  -4.2788226e+00   3.3823426e+00  -1.3803254e+00   4.4686917e+00  -4.6634780e+00   3.7152695e+00   4.5586751e+00  -3.9370527e+00   9.3670956e-01  -4.1169260e-02   3.5164154e+00
   2.9057453e+00  -1.8052404e+00   3.6959733e+00   1.0127800e+00  -2.6165538e+00   4.9433070e+00  -3.8445586e+00  -2.5275294e+00   4.0418688e+00   3.0555494e+00  -2.8220132e-01   4.3444414e+00  -3.2585987e+00   3.9416831e+00   4.0661552e+00
   4.0965761e+00   6.6512485e-01   4.9283022e-01   3.2983826e+00  -2.0925227e+00   3.1247226e+00   1.1139671e+00  -3.9476179e+00   2.3726033e+00   2.1920987e+00  -3.8142891e+00  -4.5683029e+00   4.6162294e+00   3.9244731e+00  -1.5007012e+00
   2.1223328e+00   4.0016628e+00  -3.5615326e+00   4.7964054e+00  -4.0815899e+00  -3.5681800e+00  -4.4409663e+00   1.8046909e+00   4.6223122e+00   2.1239888e+00   1.3693710e+00   3.3565960e-03  -1.0906016e+00  -2.6461610e+00  -4.0630510e+00
  -1.6530452e+00   2.2614349e+00   1.8759703e-01   3.8245097e+00  -3.7441409e+00  -3.5700185e+00  -4.4189890e+00  -3.3930492e+00   4.8439560e+00  -6.9187964e-01  -4.2013457e+00  -1.5701151e+00   4.2318248e+00  -2.6738474e+00   2.3307483e+00
   4.1574191e+00   4.2370379e+00  -3.8525894e+00  -4.2620910e+00  -2.2708128e+00  -4.8737383e+00   1.2069479e+00  -4.1667979e+00  -4.2180319e+00   1.5695950e+00   2.4115630e+00  -7.3526975e-01  -4.7243396e+00  -3.3676559e+00  -1.0441881e+00
  -2.0429588e+00  -2.9167171e+00  -3.2833766e+00   2.9625449e+00   4.4157985e-01   3.4286228e+00  -2.5020568e+00  -3.0737703e+00   1.3091461e+00   5.2134018e-01  -3.6100502e+00  -1.2901954e+00  -1.9223115e+00   1.9843890e-01  -4.3234510e+00
  -1.5509968e+00   6.4052752e-01   1.7669469e+00  -1.6553044e+00   8.9903082e-01  -4.2476640e+00   4.7239103e+00   4.2242932e+00   6.9453893e-01   1.0872149e+00   4.2308096e+00   1.3046361e+00  -7.7226818e-01   2.4763383e+00   4.1166795e+00
  -1.0668601e+00  -6.4544159e-02  -4.7963625e+00  -4.4007576e+00  -1.5601935e+00  -1.9407338e+00  -4.6067179e+00   2.7675569e+00   2.6136736e+00  -3.3427892e+00  -2.6445381e+00   1.9824542e-01  -1.8410346e+00  -5.6375422e-01   3.4126137e+00
  -3.5078391e-01  -6.5391816e-01   9.4472790e-01  -5.2397351e-01  -4.2851909e+00  -3.7374389e+00  -4.0190663e+00  -4.6632889e+00   2.4332286e+00   3.9248455e+00   2.8224660e+00   2.6501012e+00  -4.6340267e+00  -4.8039898e+00  -2.4618175e+00
  -2.7828721e+00  -4.8486286e+00  -3.1976912e+00   4.7912030e+00   2.1324420e+00   1.0873463e+00  -2.1044974e+00  -6.8687839e-01   1.2075585e+00  -3.3417714e+00  -3.1221516e-01  -2.0334299e+00   2.0478217e+00   4.6013527e-01  -2.7729179e+00
  -8.7114747e-02   3.0172439e+00   7.9268808e-01   4.4865292e+00  -3.7008209e+00  -9.4516764e-01   5.3360763e-01  -4.4202388e+00   3.5744277e+00  -2.2493161e+00  -2.0264842e+00  -7.7558258e-01  -2.3263003e+00  -5.8738408e-02  -4.5979752e+00
  -3.5601564e+00   4.7176189e+00  -2.5796455e+00  -8.2262668e-01   2.2172557e+00   1.4536531e+00  -3.5389386e+00   3.8711878e+00   1.7123903e+00   3.8857934e+00   1.5181498e+00  -6.7986043e-01   1.2298728e+00   3.2901575e+00   7.2167745e-01
  -3.3583897e+00  -3.6519423e+00  -4.4260307e+00  -2.9010154e+00  -4.3954734e+00  -4.2882340e+00  -6.6779720e-01   2.4389286e+00   4.6126268e+00  -3.9580250e+00  -2.7989035e+00  -2.0971707e+00   3.7059884e+00  -3.6664832e+00   2.8563830e+00
   4.9948441e+00  -4.2227542e+00   2.6548664e+00   4.7323792e+00   2.2425821e+00  -4.4129849e+00  -1.0357923e+00   1.3879386e+00   2.8095758e+00   1.3140768e+00  -2.2248199e+00   4.2478670e+00   4.9291776e+00  -1.3532472e+00   3.0057606e+00
   2.7895044e+00  -3.3776820e+00  -4.8708209e+00   2.4155447e+00  -1.2801771e+00   4.2451353e+00   3.8802164e-02   4.8699961e+00   5.2513458e-01  -4.8363344e+00   3.4593759e-01   1.5514547e+00  -2.8767550e+00  -1.5569156e+00  -1.2749931e+00
   1.3811065e+00   4.7235351e+00   8.6022481e-01   1.5014722e+00   4.5520064e+00   2.3673259e+00  -3.2227849e-01  -2.9471852e+00   3.4498111e+00   3.8943293e+00  -4.4901269e+00   3.8067085e+00   2.4448110e+00  -4.0405736e+00  -1.8489380e+00
